Protein ID,Protein_ID,Entry Name,Description,Description1,AIFM1_1,AIFM1_2,AIFM1_3,AIFM1_4,AKIP_1,AKIP_2,AKIP_3,AKIP_4,ARP2_1,ARP2_2,ARP2_3,ARP2_4,ARP3B_1,ARP3B_2,ARP3B_3,ARP3B_4,ARPC1B_1,ARPC1B_2,ARPC1B_3,ARPC1B_4,BET1_1,BET1_2,BET1_3,BET1_4
P05412,P05412,JUN_HUMAN,Transcription factor Jun,Transcription factor Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05455,P05455,LA_HUMAN,Lupus La protein,Lupus La protein,12,22,18,14,22,24,19,19,2,2,2,1,2,0,0,0,7,4,3,3,14,14,14,14
P05556,P05556,ITB1_HUMAN,Integrin beta-1,Integrin beta-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
P05783,P05783,K1C18_HUMAN,"Keratin, type I cytoskeletal 18","Keratin, type I cytoskeletal 18",34,36,34,40,3,9,1,5,4,3,3,4,3,2,0,2,1,3,1,1,2,4,4,3
P05787,P05787,K2C8_HUMAN,"Keratin, type II cytoskeletal 8","Keratin, type II cytoskeletal 8",43,43,48,40,12,11,9,9,6,9,6,3,5,2,2,5,1,3,5,5,8,7,6,4
P06280,P06280,AGAL_HUMAN,Alpha-galactosidase A,Alpha-galactosidase A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P06396,P06396,GELS_HUMAN,Gelsolin,Gelsolin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06400,P06400,RB_HUMAN,Retinoblastoma-associated protein,Retinoblastoma-associated protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06493,P06493,CDK1_HUMAN,Cyclin-dependent kinase 1,Cyclin-dependent kinase 1,1,1,1,0,2,1,4,1,3,4,5,4,3,3,2,1,5,4,4,2,6,4,4,4
P06576,P06576,ATPB_HUMAN,"ATP synthase subunit beta, mitochondrial","ATP synthase subunit beta, mitochondrial",103,119,126,128,41,41,41,42,2,1,3,3,1,5,3,4,11,11,8,8,22,22,17,21
P06702,P06702,S10A9_HUMAN,Protein S100-A9,Protein S100-A9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06703,P06703,S10A6_HUMAN,Protein S100-A6,Protein S100-A6,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06730,P06730,IF4E_HUMAN,Eukaryotic translation initiation factor 4E,Eukaryotic translation initiation factor 4E,4,4,3,5,4,4,3,3,1,2,1,4,0,1,1,2,3,3,4,2,0,0,0,0
P06733,P06733,ENOA_HUMAN,Alpha-enolase,Alpha-enolase,21,22,27,24,16,15,12,9,10,10,10,11,6,5,7,5,8,6,6,8,9,10,8,6
P06737,P06737,PYGL_HUMAN,"Glycogen phosphorylase, liver form","Glycogen phosphorylase, liver form",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
P06744,P06744,G6PI_HUMAN,Glucose-6-phosphate isomerase,Glucose-6-phosphate isomerase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
P06748,P06748,NPM_HUMAN,Nucleophosmin,Nucleophosmin,26,26,27,26,31,27,29,29,6,9,7,7,5,6,2,1,14,13,16,11,13,17,14,14
P06753,P06753,TPM3_HUMAN,Tropomyosin alpha-3 chain,Tropomyosin alpha-3 chain,1,2,1,3,3,4,6,5,8,7,7,3,7,8,3,5,5,5,6,2,4,2,4,2
P06756,P06756,ITAV_HUMAN,Integrin alpha-V,Integrin alpha-V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06858,P06858,LIPL_HUMAN,Lipoprotein lipase,Lipoprotein lipase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06899,P06899,H2B1J_HUMAN,Histone H2B type 1-J,Histone H2B type 1-J,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P07099,P07099,HYEP_HUMAN,Epoxide hydrolase 1,Epoxide hydrolase 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07195,P07195,LDHB_HUMAN,L-lactate dehydrogenase B chain,L-lactate dehydrogenase B chain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0
P07237,P07237,PDIA1_HUMAN,Protein disulfide-isomerase,Protein disulfide-isomerase,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
P07305,P07305,H10_HUMAN,Histone H1.0,Histone H1.0,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07355,P07355,ANXA2_HUMAN,Annexin A2,Annexin A2,53,56,57,57,3,6,5,4,0,2,1,1,0,0,2,0,2,1,1,2,1,0,0,0
P07384,P07384,CAN1_HUMAN,Calpain-1 catalytic subunit,Calpain-1 catalytic subunit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07437,P07437,TBB5_HUMAN,Tubulin beta chain,Tubulin beta chain,191,198,192,180,75,69,74,71,59,65,56,64,69,69,71,63,44,43,48,55,60,59,54,57
P07477,P07477,TRY1_HUMAN,Serine protease 1,Serine protease 1,6,6,5,8,1,2,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1
P07737,P07737,PROF1_HUMAN,Profilin-1,Profilin-1,5,4,6,5,2,0,2,2,0,1,0,1,0,0,0,0,1,0,0,0,3,2,1,2
P07741,P07741,APT_HUMAN,Adenine phosphoribosyltransferase,Adenine phosphoribosyltransferase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07814,P07814,SYEP_HUMAN,Bifunctional glutamate/proline--tRNA ligase,Bifunctional glutamate/proline--tRNA ligase,20,25,23,21,37,33,39,37,8,8,12,10,9,11,10,8,20,17,20,15,41,41,41,42
P07900,P07900,HS90A_HUMAN,Heat shock protein HSP 90-alpha,Heat shock protein HSP 90-alpha,37,35,40,39,10,11,13,13,24,20,24,19,21,25,24,24,10,10,11,10,15,15,9,9
P07910,P07910,HNRPC_HUMAN,Heterogeneous nuclear ribonucleoproteins C1/C2,Heterogeneous nuclear ribonucleoproteins C1/C2,6,3,6,7,4,4,3,3,1,1,0,1,1,1,1,0,1,1,1,0,2,2,3,4
P07919,P07919,QCR6_HUMAN,"Cytochrome b-c1 complex subunit 6, mitochondrial","Cytochrome b-c1 complex subunit 6, mitochondrial",7,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P07947,P07947,YES_HUMAN,Tyrosine-protein kinase Yes,Tyrosine-protein kinase Yes,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3,3,1,1
P07951,P07951,TPM2_HUMAN,Tropomyosin beta chain,Tropomyosin beta chain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07954,P07954,FUMH_HUMAN,"Fumarate hydratase, mitochondrial","Fumarate hydratase, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07992,P07992,ERCC1_HUMAN,DNA excision repair protein ERCC-1,DNA excision repair protein ERCC-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07996,P07996,TSP1_HUMAN,Thrombospondin-1,Thrombospondin-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08047,P08047,SP1_HUMAN,Transcription factor Sp1,Transcription factor Sp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08069,P08069,IGF1R_HUMAN,Insulin-like growth factor 1 receptor,Insulin-like growth factor 1 receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P08133,P08133,ANXA6_HUMAN,Annexin A6,Annexin A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08134,P08134,RHOC_HUMAN,Rho-related GTP-binding protein RhoC,Rho-related GTP-binding protein RhoC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08183,P08183,MDR1_HUMAN,ATP-dependent translocase ABCB1,ATP-dependent translocase ABCB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P08195,P08195,4F2_HUMAN,4F2 cell-surface antigen heavy chain,4F2 cell-surface antigen heavy chain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,8,4
P08237,P08237,PFKAM_HUMAN,"ATP-dependent 6-phosphofructokinase, muscle type","ATP-dependent 6-phosphofructokinase, muscle type",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
P08238,P08238,HS90B_HUMAN,Heat shock protein HSP 90-beta,Heat shock protein HSP 90-beta,90,91,101,97,18,19,19,18,42,44,42,41,48,46,35,44,24,18,19,19,23,24,15,17
P08240,P08240,SRPRA_HUMAN,Signal recognition particle receptor subunit alpha,Signal recognition particle receptor subunit alpha,6,2,2,3,2,2,2,2,0,0,1,0,0,0,0,0,2,1,2,0,2,3,4,2
P08243,P08243,ASNS_HUMAN,Asparagine synthetase [glutamine-hydrolyzing],Asparagine synthetase [glutamine-hydrolyzing],3,2,0,2,0,0,1,1,3,1,3,3,0,0,0,0,0,1,1,1,0,0,1,0
P08559,P08559,ODPA_HUMAN,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial","Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08574,P08574,CY1_HUMAN,"Cytochrome c1, heme protein, mitochondrial","Cytochrome c1, heme protein, mitochondrial",6,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08579,P08579,RU2B_HUMAN,U2 small nuclear ribonucleoprotein B'',U2 small nuclear ribonucleoprotein B'',2,1,3,2,8,8,5,6,2,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0
P08621,P08621,RU17_HUMAN,U1 small nuclear ribonucleoprotein 70 kDa,U1 small nuclear ribonucleoprotein 70 kDa,1,0,1,2,5,5,3,3,0,0,0,0,0,0,0,0,4,2,4,4,1,2,1,0
P08648,P08648,ITA5_HUMAN,Integrin alpha-5,Integrin alpha-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08651,P08651,NFIC_HUMAN,Nuclear factor 1 C-type,Nuclear factor 1 C-type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08670,P08670,VIME_HUMAN,Vimentin,Vimentin,60,70,75,67,17,14,16,16,9,8,13,10,13,9,12,12,12,14,15,13,21,20,10,13
P08708,P08708,RS17_HUMAN,Small ribosomal subunit protein eS17,Small ribosomal subunit protein eS17,8,8,8,7,16,16,15,16,5,6,4,4,4,4,3,6,6,7,6,4,10,7,7,8
P08727,P08727,K1C19_HUMAN,"Keratin, type I cytoskeletal 19","Keratin, type I cytoskeletal 19",19,21,23,22,8,7,4,7,5,4,4,4,3,4,4,4,6,5,3,2,2,2,3,6
P08729,P08729,K2C7_HUMAN,"Keratin, type II cytoskeletal 7","Keratin, type II cytoskeletal 7",16,19,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08754,P08754,GNAI3_HUMAN,Guanine nucleotide-binding protein G(i) subunit alpha-3,Guanine nucleotide-binding protein G(i) subunit alpha-3,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,2,1,0,0
P08758,P08758,ANXA5_HUMAN,Annexin A5,Annexin A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P08779,P08779,K1C16_HUMAN,"Keratin, type I cytoskeletal 16","Keratin, type I cytoskeletal 16",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3
P08865,P08865,RSSA_HUMAN,Small ribosomal subunit protein uS2,Small ribosomal subunit protein uS2,3,5,6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,1
P09001,P09001,RM03_HUMAN,Large ribosomal subunit protein uL3m,Large ribosomal subunit protein uL3m,1,0,1,0,5,6,5,5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
P09012,P09012,SNRPA_HUMAN,U1 small nuclear ribonucleoprotein A,U1 small nuclear ribonucleoprotein A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09110,P09110,THIK_HUMAN,"3-ketoacyl-CoA thiolase, peroxisomal","3-ketoacyl-CoA thiolase, peroxisomal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09132,P09132,SRP19_HUMAN,Signal recognition particle 19 kDa protein,Signal recognition particle 19 kDa protein,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
P09211,P09211,GSTP1_HUMAN,Glutathione S-transferase P,Glutathione S-transferase P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09234,P09234,RU1C_HUMAN,U1 small nuclear ribonucleoprotein C,U1 small nuclear ribonucleoprotein C,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
P09382,P09382,LEG1_HUMAN,Galectin-1,Galectin-1,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09429,P09429,HMGB1_HUMAN,High mobility group protein B1,High mobility group protein B1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09493,P09493,TPM1_HUMAN,Tropomyosin alpha-1 chain,Tropomyosin alpha-1 chain,2,2,2,1,2,1,1,3,2,2,4,1,2,3,1,3,1,2,2,2,0,0,0,0
P09496,P09496,CLCA_HUMAN,Clathrin light chain A,Clathrin light chain A,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P09497,P09497,CLCB_HUMAN,Clathrin light chain B,Clathrin light chain B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09543,P09543,CN37_HUMAN,"2',3'-cyclic-nucleotide 3'-phosphodiesterase","2',3'-cyclic-nucleotide 3'-phosphodiesterase",4,4,1,4,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,5,3,4,4
P09622,P09622,DLDH_HUMAN,"Dihydrolipoyl dehydrogenase, mitochondrial","Dihydrolipoyl dehydrogenase, mitochondrial",7,3,8,11,13,12,11,9,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0
P09661,P09661,RU2A_HUMAN,U2 small nuclear ribonucleoprotein A',U2 small nuclear ribonucleoprotein A',9,3,7,7,16,11,12,15,4,5,5,6,2,0,1,0,2,2,2,4,2,1,0,2
P09669,P09669,COX6C_HUMAN,Cytochrome c oxidase subunit 6C,Cytochrome c oxidase subunit 6C,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P09874,P09874,PARP1_HUMAN,Poly [ADP-ribose] polymerase 1,Poly [ADP-ribose] polymerase 1,2,1,1,3,1,0,0,1,2,1,5,6,0,0,0,0,0,1,2,1,5,6,6,5
P09884,P09884,DPOLA_HUMAN,DNA polymerase alpha catalytic subunit,DNA polymerase alpha catalytic subunit,2,0,0,1,4,3,5,3,2,1,2,1,0,0,0,0,0,1,1,2,0,0,0,0
P09936,P09936,UCHL1_HUMAN,Ubiquitin carboxyl-terminal hydrolase isozyme L1,Ubiquitin carboxyl-terminal hydrolase isozyme L1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P09972,P09972,ALDOC_HUMAN,Fructose-bisphosphate aldolase C,Fructose-bisphosphate aldolase C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0C0S5,P0C0S5,H2AZ_HUMAN,Histone H2A.Z,Histone H2A.Z,0,0,0,0,2,3,2,3,2,1,1,2,0,0,0,0,0,1,0,0,1,0,1,0
P0C7P4,P0C7P4,UCRIL_HUMAN,Putative cytochrome b-c1 complex subunit Rieske-like protein 1,Putative cytochrome b-c1 complex subunit Rieske-like protein 1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0C7T5,P0C7T5,ATX1L_HUMAN,Ataxin-1-like,Ataxin-1-like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0C7U0,P0C7U0,ELFN1_HUMAN,Protein ELFN1,Protein ELFN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0CAP2,P0CAP2,GRL1A_HUMAN,DNA-directed RNA polymerase II subunit GRINL1A,DNA-directed RNA polymerase II subunit GRINL1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0CG39,P0CG39,POTEJ_HUMAN,POTE ankyrin domain family member J,POTE ankyrin domain family member J,0,1,0,1,1,2,2,3,2,2,2,2,2,3,4,3,1,0,2,2,0,0,0,0
P0DI81,P0DI81,TPC2A_HUMAN,Trafficking protein particle complex subunit 2,Trafficking protein particle complex subunit 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
P0DJD0,P0DJD0,RGPD1_HUMAN,RANBP2-like and GRIP domain-containing protein 1,RANBP2-like and GRIP domain-containing protein 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0DMM9,P0DMM9,ST1A3_HUMAN,Sulfotransferase 1A3,Sulfotransferase 1A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0DMU7,P0DMU7,CT456_HUMAN,Cancer/testis antigen family 45 member A6,Cancer/testis antigen family 45 member A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0DMV8,P0DMV8,HS71A_HUMAN,Heat shock 70 kDa protein 1A,Heat shock 70 kDa protein 1A,233,242,250,247,98,87,93,85,135,145,139,134,311,321,302,287,89,83,102,76,48,47,49,50
P0DP23,P0DP23,CALM1_HUMAN,Calmodulin-1,Calmodulin-1,5,5,10,5,7,8,5,8,8,6,10,8,4,6,6,3,5,3,6,3,1,1,2,4
P0DPB6,P0DPB6,RPAC2_HUMAN,DNA-directed RNA polymerases I and III subunit RPAC2,DNA-directed RNA polymerases I and III subunit RPAC2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0DPH7,P0DPH7,TBA3C_HUMAN,Tubulin alpha-3C chain,Tubulin alpha-3C chain,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P10071,P10071,GLI3_HUMAN,Transcriptional activator GLI3,Transcriptional activator GLI3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P10074,P10074,TZAP_HUMAN,Telomere zinc finger-associated protein,Telomere zinc finger-associated protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P10109,P10109,ADX_HUMAN,"Adrenodoxin, mitochondrial","Adrenodoxin, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P10155,P10155,RO60_HUMAN,RNA-binding protein RO60,RNA-binding protein RO60,3,3,5,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P10176,P10176,COX8A_HUMAN,"Cytochrome c oxidase subunit 8A, mitochondrial","Cytochrome c oxidase subunit 8A, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P10244,P10244,MYBB_HUMAN,Myb-related protein B,Myb-related protein B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P10321,P10321,HLAC_HUMAN,"HLA class I histocompatibility antigen, C alpha chain","HLA class I histocompatibility antigen, C alpha chain",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3
P10398,P10398,ARAF_HUMAN,Serine/threonine-protein kinase A-Raf,Serine/threonine-protein kinase A-Raf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P10412,P10412,H14_HUMAN,Histone H1.4,Histone H1.4,6,5,4,5,1,1,1,2,1,0,1,1,1,0,0,1,3,1,2,2,1,2,1,1
P10515,P10515,ODP2_HUMAN,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",1,2,1,2,6,8,4,5,0,0,0,0,0,0,0,1,0,1,1,1,4,3,4,3
P10586,P10586,PTPRF_HUMAN,Receptor-type tyrosine-protein phosphatase F,Receptor-type tyrosine-protein phosphatase F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1
P10599,P10599,THIO_HUMAN,Thioredoxin,Thioredoxin,74,73,108,112,2,2,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
P10606,P10606,COX5B_HUMAN,"Cytochrome c oxidase subunit 5B, mitochondrial","Cytochrome c oxidase subunit 5B, mitochondrial",4,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P10620,P10620,MGST1_HUMAN,Microsomal glutathione S-transferase 1,Microsomal glutathione S-transferase 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P10636,P10636,TAU_HUMAN,Microtubule-associated protein tau,Microtubule-associated protein tau,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0
P10643,P10643,CO7_HUMAN,Complement component C7,Complement component C7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P10644,P10644,KAP0_HUMAN,cAMP-dependent protein kinase type I-alpha regulatory subunit,cAMP-dependent protein kinase type I-alpha regulatory subunit,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
P10721,P10721,KIT_HUMAN,Mast/stem cell growth factor receptor Kit,Mast/stem cell growth factor receptor Kit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P10768,P10768,ESTD_HUMAN,S-formylglutathione hydrolase,S-formylglutathione hydrolase,0,0,0,0,0,0,0,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0
P10809,P10809,CH60_HUMAN,"60 kDa heat shock protein, mitochondrial","60 kDa heat shock protein, mitochondrial",66,66,70,77,36,42,44,38,5,5,4,4,7,9,7,9,11,11,7,9,18,19,13,12
P10909,P10909,CLUS_HUMAN,Clusterin,Clusterin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P11021,P11021,BIP_HUMAN,Endoplasmic reticulum chaperone BiP,Endoplasmic reticulum chaperone BiP,137,140,151,132,55,56,53,55,42,40,38,38,53,48,47,46,35,37,41,31,49,43,44,46
P11047,P11047,LAMC1_HUMAN,Laminin subunit gamma-1,Laminin subunit gamma-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P11142,P11142,HSP7C_HUMAN,Heat shock cognate 71 kDa protein,Heat shock cognate 71 kDa protein,220,217,234,238,63,64,68,67,71,69,69,69,245,244,236,244,65,56,67,56,47,42,41,44
P11166,P11166,GTR1_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 1","Solute carrier family 2, facilitated glucose transporter member 1",1,2,2,1,3,3,1,0,1,1,1,0,1,1,1,1,2,2,1,2,4,6,5,4
P11171,P11171,EPB41_HUMAN,Protein 4.1,Protein 4.1,17,18,16,16,24,24,26,24,17,15,19,17,8,4,5,6,18,14,13,12,11,9,11,11
P11172,P11172,UMPS_HUMAN,Uridine 5'-monophosphate synthase,Uridine 5'-monophosphate synthase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11177,P11177,ODPB_HUMAN,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11182,P11182,ODB2_HUMAN,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial","Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",21,24,32,33,79,88,80,72,4,3,3,2,5,5,4,6,8,6,5,7,11,14,15,15
P11216,P11216,PYGB_HUMAN,"Glycogen phosphorylase, brain form","Glycogen phosphorylase, brain form",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
P11274,P11274,BCR_HUMAN,Breakpoint cluster region protein,Breakpoint cluster region protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
P11279,P11279,LAMP1_HUMAN,Lysosome-associated membrane glycoprotein 1,Lysosome-associated membrane glycoprotein 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11310,P11310,ACADM_HUMAN,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11387,P11387,TOP1_HUMAN,DNA topoisomerase 1,DNA topoisomerase 1,3,5,6,2,19,18,17,16,1,1,0,0,1,0,1,2,3,2,4,3,11,15,12,12
P11388,P11388,TOP2A_HUMAN,DNA topoisomerase 2-alpha,DNA topoisomerase 2-alpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11413,P11413,G6PD_HUMAN,Glucose-6-phosphate 1-dehydrogenase,Glucose-6-phosphate 1-dehydrogenase,7,11,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11441,P11441,UBL4A_HUMAN,Ubiquitin-like protein 4A,Ubiquitin-like protein 4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11498,P11498,PYC_HUMAN,"Pyruvate carboxylase, mitochondrial","Pyruvate carboxylase, mitochondrial",492,509,500,512,214,224,226,229,147,150,146,147,257,244,257,243,137,145,152,143,144,142,127,129
P11586,P11586,C1TC_HUMAN,"C-1-tetrahydrofolate synthase, cytoplasmic","C-1-tetrahydrofolate synthase, cytoplasmic",6,4,8,4,0,0,0,1,0,0,1,0,0,1,1,0,1,3,2,2,9,9,9,9
